record_id,owner_name,guardian_name,state,district,tehsil,village,khasra_number,plot_number,land_use_type,land_area_sq_m,survey_year,latitude,longitude,document_id,upload_timestamp,Hash,QR_Image
338,Sneha Dubey,Rohit Mishra,Uttar Pradesh,Gorakhpur,Sadar,Madhopur,9228,437/5,Agricultural,2361,2015,25.630014,80.290199,LANDDOC-10338,2026-03-14 11:37:43,ceed751c6c54732100e80d9ffa4fffb426cd85361fffa7e8c198813271b7f52d,qr_codes\qr_338.png
339,Amit Sharma,Ravi Shukla,Uttar Pradesh,Gorakhpur,Sadar,Kalyanpur,1931,915/8,Residential,2483,2021,27.449853,81.181919,LANDDOC-10339,2026-03-14 11:37:43,b6512886893bdb738f118e3d665089f21c7d58e7c167705c1b63e2115003663f,qr_codes\qr_339.png
340,Nidhi Saxena,Rahul Verma,Uttar Pradesh,Kanpur,Malihabad,Rampur,8667,390/5,Agricultural,2030,2018,27.160454,82.175184,LANDDOC-10340,2026-03-14 11:37:43,4f0ac2131a7be87b1dd57a6c0632265ef15ad9f977e0916376902abc91086a1b,qr_codes\qr_340.png
341,Sneha Dubey,Vikas Pandey,Uttar Pradesh,Prayagraj,Bikapur,Shivpur,9063,629/1,Residential,3399,2021,26.188824,82.164274,LANDDOC-10341,2026-03-14 11:37:43,4b983cfb9a8406ccc76b94edcf238d1d98573517c702937b941a922dca69685b,qr_codes\qr_341.png
342,Sneha Dubey,Amit Sharma,Uttar Pradesh,Prayagraj,Sadar,Basantpur,6038,223/1,Agricultural,2241,2019,25.809538,81.857448,LANDDOC-10342,2026-03-14 11:37:43,400a464c5d4b49f0df67e1327b3856e18e40a3fe7bb1a70ce74876f2daa4a243,qr_codes\qr_342.png
343,Nidhi Saxena,Ravi Shukla,Uttar Pradesh,Varanasi,Malihabad,Lakshmipur,7228,649/3,Agricultural,4853,2019,26.452116,80.623761,LANDDOC-10343,2026-03-14 11:37:43,52ac4b6acbf3a1fefbb819859e62a7f992e63cdf3cb2bbc8d7c2482b2c77000d,qr_codes\qr_343.png
344,Amit Sharma,Rahul Verma,Uttar Pradesh,Barabanki,Phulpur,Rampur,8651,636/3,Commercial,2647,2017,26.299822,79.580591,LANDDOC-10344,2026-03-14 11:37:43,88796503c7ec8557e65a631776a97b3c8435f02ce5ff3f7207a787d330cfa979,qr_codes\qr_344.png
345,Deepak Yadav,Saurabh Jain,Uttar Pradesh,Kanpur,Meja,Basantpur,2284,382/3,Residential,1234,2017,26.33223,80.369737,LANDDOC-10345,2026-03-14 11:37:43,b656c611458f0ec45574a7a5d28b8c803bb2b047c1e7e685663b5a15e0200aec,qr_codes\qr_345.png
346,Neha Gupta,Ravi Shukla,Uttar Pradesh,Kanpur,Malihabad,Basantpur,9362,154/8,Agricultural,4903,2016,26.122471,81.598714,LANDDOC-10346,2026-03-14 11:37:43,0b5b8eabfd891bcf4db1035b6bd0f0d76ea83443be71597d9228c145b37b8a0f,qr_codes\qr_346.png
347,Pooja Yadav,Rohit Mishra,Uttar Pradesh,Sitapur,Meja,Madhopur,7148,259/2,Commercial,3444,2024,26.517971,79.980921,LANDDOC-10347,2026-03-14 11:37:43,c0bc372cddd58eb37099b98b2e7b3c186dea79075e3290029af0538385fb721f,qr_codes\qr_347.png
348,Pooja Yadav,Amit Sharma,Uttar Pradesh,Varanasi,Malihabad,Rampur,5201,245/7,Commercial,3581,2015,25.668197,79.859714,LANDDOC-10348,2026-03-14 11:37:43,db29d1a402b4228df417bbd07d4f05eebb2ed663738c8b46d23eb0e6aa1ea925,qr_codes\qr_348.png
349,Rohit Mishra,Rahul Verma,Uttar Pradesh,Barabanki,Sadar,Kalyanpur,2193,903/9,Residential,4972,2016,26.833927,79.671973,LANDDOC-10349,2026-03-14 11:37:43,30d53055fb98a7996cfd4d2db997ae94fafcb6336889feeb4067222273746ff6,qr_codes\qr_349.png
350,Amit Sharma,Rohit Mishra,Uttar Pradesh,Kanpur,Phulpur,Lakshmipur,7718,963/4,Agricultural,1780,2016,26.712911,80.077475,LANDDOC-10350,2026-03-14 11:37:43,37cbba34b7724f20feed89b721f27533fe804e70a57ab37c9c08864f532691c0,qr_codes\qr_350.png
351,Saurabh Jain,Saurabh Jain,Uttar Pradesh,Sitapur,Malihabad,Basantpur,6085,584/1,Commercial,691,2015,25.744106,82.445753,LANDDOC-10351,2026-03-14 11:37:43,c7e77f2a52797ac3ba804f826d75638e1a113c3226ab32310b83ecaba17daf2b,qr_codes\qr_351.png
352,Rohit Mishra,Ravi Shukla,Uttar Pradesh,Barabanki,Sadar,Shivpur,3859,442/6,Agricultural,547,2015,25.593946,79.577327,LANDDOC-10352,2026-03-14 11:37:43,b9dbfdc481f0b1054f65aee7953a168748746a789694702d0503b548d0addcec,qr_codes\qr_352.png
353,Vikas Pandey,Ravi Shukla,Uttar Pradesh,Prayagraj,Phulpur,Madhopur,9043,839/5,Agricultural,3947,2023,27.395143,82.193994,LANDDOC-10353,2026-03-14 11:37:43,eed27a3d21b94fe8b857ef656b319392f93138c0337f59b07f44c1a572288592,qr_codes\qr_353.png
354,Pooja Yadav,Ankit Tiwari,Uttar Pradesh,Gorakhpur,Phulpur,Basantpur,9469,469/2,Residential,2277,2016,26.139332,79.7863,LANDDOC-10354,2026-03-14 11:37:43,8ebf30b5a58e3210e555d0075077dbb7e32a8cc0ae746161abde1ce03347eacc,qr_codes\qr_354.png
355,Deepak Yadav,Neha Gupta,Uttar Pradesh,Lucknow,Meja,Lakshmipur,5534,754/8,Agricultural,3342,2016,25.869133,79.552634,LANDDOC-10355,2026-03-14 11:37:43,99117602a53cd1fdf2efafe02813d8b46314d05dd3c6847d1a8d7ce1ebd0bd66,qr_codes\qr_355.png
356,Pooja Yadav,Rohit Mishra,Uttar Pradesh,Prayagraj,Malihabad,Kalyanpur,7883,599/3,Residential,1874,2024,26.303719,79.728457,LANDDOC-10356,2026-03-14 11:37:43,8adab602eb6d3b6cb1bfbeafb03a31539a9fc280fe565fe6817f88339246e9e2,qr_codes\qr_356.png
357,Amit Sharma,Rahul Verma,Uttar Pradesh,Kanpur,Bikapur,Rampur,9912,705/9,Commercial,2065,2023,27.410942,81.569953,LANDDOC-10357,2026-03-14 11:37:43,4d4e93c79088252c05e678a04b393c9255fd2f5a3b7d7123a86e07f3122b119e,qr_codes\qr_357.png
358,Priya Singh,Amit Sharma,Uttar Pradesh,Kanpur,Phulpur,Kalyanpur,5306,851/3,Commercial,2459,2018,27.264495,82.486434,LANDDOC-10358,2026-03-14 11:37:43,a9b616f5572a8de5af0d9e15aca9c157fe94c81b1499e6ce01fbc872d250fe2e,qr_codes\qr_358.png
359,Neha Gupta,Rahul Verma,Uttar Pradesh,Gorakhpur,Meja,Rampur,5066,849/2,Residential,4123,2022,26.899837,80.192732,LANDDOC-10359,2026-03-14 11:37:43,e6cbc5d6e6f6229eaecbe8e76ffb3639c84080a92939c2588285dcc4b9ede19c,qr_codes\qr_359.png
360,Pooja Yadav,Neha Gupta,Uttar Pradesh,Varanasi,Malihabad,Madhopur,1631,965/6,Commercial,2086,2018,27.127326,82.110298,LANDDOC-10360,2026-03-14 11:37:43,47583aa8657aac53bea88bc23b8b590d6b663dc9a8aa828fe60f1c67d6c6a510,qr_codes\qr_360.png
361,Ankit Tiwari,Amit Sharma,Uttar Pradesh,Barabanki,Bikapur,Rampur,3398,264/7,Residential,1592,2024,26.487643,81.61439,LANDDOC-10361,2026-03-14 11:37:43,a29be11dcd9cab1cfcabc12bbf688ee493b99f80d91859652215e64e43d59f93,qr_codes\qr_361.png
362,Anjali Srivastava,Saurabh Jain,Uttar Pradesh,Gorakhpur,Bikapur,Lakshmipur,2240,397/8,Agricultural,2233,2019,27.294541,81.629929,LANDDOC-10362,2026-03-14 11:37:43,5a30c8f0f00f75f01a10d508462494685c3c487a643ea54d6fde6f5db94a3e0c,qr_codes\qr_362.png
363,Vikas Pandey,Pooja Yadav,Uttar Pradesh,Prayagraj,Malihabad,Rampur,6918,279/5,Commercial,288,2018,25.991895,79.881044,LANDDOC-10363,2026-03-14 11:37:43,a87055708695f6f1b2c2cf37fe078c3290b1efc54631864228c4684f628e72b5,qr_codes\qr_363.png
364,Neha Gupta,Arjun Singh,Uttar Pradesh,Barabanki,Bikapur,Basantpur,1852,952/2,Commercial,3542,2017,25.77257,80.662769,LANDDOC-10364,2026-03-14 11:37:43,0e257b243fa603a1ea93dfa3b6e74cb80bcc8592bd89908912c98ee1934cbc28,qr_codes\qr_364.png
365,Pooja Yadav,Ravi Shukla,Uttar Pradesh,Varanasi,Meja,Madhopur,5827,801/8,Agricultural,387,2024,25.59093,80.397192,LANDDOC-10365,2026-03-14 11:37:43,d11a3c099080b567185d92b369e56fdd54d88475ea518512803d7d22af81b5eb,qr_codes\qr_365.png
366,Rahul Verma,Arjun Singh,Uttar Pradesh,Barabanki,Sadar,Madhopur,4831,397/2,Commercial,2956,2017,25.804978,80.559651,LANDDOC-10366,2026-03-14 11:37:43,69f357d92f0fd8b49a73c407cb8dc2d7ce9dbc269fcca52014b174921c6b3618,qr_codes\qr_366.png
367,Saurabh Jain,Ankit Tiwari,Uttar Pradesh,Prayagraj,Phulpur,Shivpur,3584,115/2,Agricultural,2520,2020,25.721781,82.361554,LANDDOC-10367,2026-03-14 11:37:43,ac2e0fd82a8bc79059ce0f334ffc03cc827caf032e39eca903c6b9d1b9bc69a7,qr_codes\qr_367.png
368,Ravi Shukla,Vikas Pandey,Uttar Pradesh,Barabanki,Phulpur,Kalyanpur,2072,430/5,Agricultural,936,2017,26.648983,81.813472,LANDDOC-10368,2026-03-14 11:37:43,5e9852c91fb6fe56593bfd78d53d47360b1e87b304129d2a9ca9b15233db5d04,qr_codes\qr_368.png
369,Ravi Shukla,Nidhi Saxena,Uttar Pradesh,Kanpur,Phulpur,Lakshmipur,8492,989/1,Commercial,4662,2023,26.745361,80.784662,LANDDOC-10369,2026-03-14 11:37:43,1c341b260cf5610053f7787501c4e7a84e2e1ab28eb98d35c3086f6cc3b3b383,qr_codes\qr_369.png
370,Rohit Mishra,Ravi Shukla,Uttar Pradesh,Kanpur,Bikapur,Kalyanpur,9259,256/7,Commercial,609,2018,27.410167,82.060059,LANDDOC-10370,2026-03-14 11:37:43,acd4cf681ba036a37341922ff9f7ebf5c87d6f7f6355f14e61b8460fed5589f9,qr_codes\qr_370.png
371,Neha Gupta,Deepak Yadav,Uttar Pradesh,Prayagraj,Malihabad,Basantpur,7617,167/8,Residential,293,2016,27.459884,80.547932,LANDDOC-10371,2026-03-14 11:37:43,c98d72dfa6fb1883820740561683f3c92c84f96de09194fbfa391967e1d71a92,qr_codes\qr_371.png
372,Rohit Mishra,Ravi Shukla,Uttar Pradesh,Lucknow,Phulpur,Shivpur,7138,807/7,Agricultural,3564,2017,26.066559,82.419911,LANDDOC-10372,2026-03-14 11:37:43,0b812e708d5afdda150178641a4e0d5e5af28b51734b8bb30c460512749fc0ef,qr_codes\qr_372.png
373,Neha Gupta,Arjun Singh,Uttar Pradesh,Lucknow,Sadar,Kalyanpur,4600,714/4,Agricultural,997,2021,26.453059,80.299607,LANDDOC-10373,2026-03-14 11:37:43,eda3c18936de5aed303d78aca613d7194d6c1748b8e5cbb5902f582d24d85226,qr_codes\qr_373.png
374,Priya Singh,Vikas Pandey,Uttar Pradesh,Barabanki,Sadar,Shivpur,2570,219/7,Agricultural,4839,2024,27.350126,82.372265,LANDDOC-10374,2026-03-14 11:37:43,53ad3ca141bbfb27e54471207be1b753fa61697ee690532d477f59eba7f58a15,qr_codes\qr_374.png
375,Pooja Yadav,Neha Gupta,Uttar Pradesh,Varanasi,Sadar,Shivpur,4376,501/8,Commercial,356,2019,27.406733,82.496095,LANDDOC-10375,2026-03-14 11:37:43,5fb80f6f399940c3c68cb0e19bea667263e18f48b1d31f3ad1126dec177a838c,qr_codes\qr_375.png
376,Ravi Shukla,Nidhi Saxena,Uttar Pradesh,Sitapur,Bikapur,Madhopur,2001,317/1,Agricultural,2968,2020,26.998595,79.960571,LANDDOC-10376,2026-03-14 11:37:43,4634bad0bc32c85bb22918de850a72ae9068bf887a5a25beabd0ba04254f24b6,qr_codes\qr_376.png
377,Deepak Yadav,Ankit Tiwari,Uttar Pradesh,Barabanki,Malihabad,Kalyanpur,2988,259/8,Residential,4238,2022,26.954627,81.758282,LANDDOC-10377,2026-03-14 11:37:43,87f0f61f369957ff4aef0e699c29a9bc4431a90dae149c09ca573df13b9bd39d,qr_codes\qr_377.png
378,Amit Sharma,Ravi Shukla,Uttar Pradesh,Barabanki,Bikapur,Lakshmipur,1179,970/2,Agricultural,3456,2024,27.305962,80.01668,LANDDOC-10378,2026-03-14 11:37:43,f69448576d43ef77ac4d0c12d5c2e816962d4f239f19d1c14a0be82b6ced864f,qr_codes\qr_378.png
379,Anjali Srivastava,Sneha Dubey,Uttar Pradesh,Gorakhpur,Bikapur,Madhopur,1042,335/1,Residential,740,2024,26.10693,80.285048,LANDDOC-10379,2026-03-14 11:37:43,5b68f06b1ef7c736a577d5d6592a452bf30b2594b8055c34ff79a7128ce92914,qr_codes\qr_379.png
380,Ravi Shukla,Pooja Yadav,Uttar Pradesh,Barabanki,Sadar,Shivpur,8553,330/3,Residential,2526,2020,25.863642,81.493091,LANDDOC-10380,2026-03-14 11:37:43,0e34aa85217bbe16ed8c266cac665a4549432f1cf648db1126823c6dee6abbe3,qr_codes\qr_380.png
381,Sneha Dubey,Neha Gupta,Uttar Pradesh,Varanasi,Sadar,Basantpur,5048,663/6,Commercial,1000,2015,25.547591,79.977123,LANDDOC-10381,2026-03-14 11:37:43,7f767aa4a6f72e12be29621863c6a07d0580b249d0cd04d48b9ecdcce876e91a,qr_codes\qr_381.png
382,Anjali Srivastava,Rohit Mishra,Uttar Pradesh,Barabanki,Phulpur,Kalyanpur,2666,965/9,Commercial,616,2015,27.318356,80.637379,LANDDOC-10382,2026-03-14 11:37:43,90c6912d7ea303eff41a11fedbca8943d89efe5dc9b4caa6cf4721adaa1db29e,qr_codes\qr_382.png
383,Pooja Yadav,Rohit Mishra,Uttar Pradesh,Prayagraj,Malihabad,Rampur,2638,391/8,Agricultural,2734,2022,25.785324,79.825842,LANDDOC-10383,2026-03-14 11:37:43,cf2554dab407c240147a2c2bd093fd2da83dcafc1c9e2681a531c40ddc9b8642,qr_codes\qr_383.png
384,Nidhi Saxena,Rahul Verma,Uttar Pradesh,Prayagraj,Phulpur,Madhopur,3851,988/4,Commercial,3350,2023,26.280078,81.124213,LANDDOC-10384,2026-03-14 11:37:43,f963c64abf4ba6a53a5fae93b7e0b0846a4434e0972a4871a01d3a84a15cf467,qr_codes\qr_384.png
385,Sneha Dubey,Priya Singh,Uttar Pradesh,Barabanki,Phulpur,Lakshmipur,4209,794/1,Commercial,2004,2019,25.854487,81.549007,LANDDOC-10385,2026-03-14 11:37:43,96a6bfaa3dace4f95a2df8fa45d323227a6178ada3bdb1768d2e2fdf360b0640,qr_codes\qr_385.png
386,Arjun Singh,Neha Gupta,Uttar Pradesh,Barabanki,Bikapur,Kalyanpur,8442,209/9,Residential,4946,2018,27.457112,81.27824,LANDDOC-10386,2026-03-14 11:37:43,4e659370af7d18cf6addee7e671cd1d2da5b3d22f6cc69ee71713fdb1687b0de,qr_codes\qr_386.png
387,Saurabh Jain,Vikas Pandey,Uttar Pradesh,Prayagraj,Phulpur,Basantpur,6493,775/9,Agricultural,4346,2021,26.706287,81.234666,LANDDOC-10387,2026-03-14 11:37:43,3240e8454339d24926ad06f7aed2cd4fbefd96fcaf809b268dd99dc4593840e7,qr_codes\qr_387.png
388,Ravi Shukla,Saurabh Jain,Uttar Pradesh,Kanpur,Sadar,Rampur,2081,530/5,Agricultural,4751,2016,25.653138,79.721758,LANDDOC-10388,2026-03-14 11:37:43,83dabd6692029dfa3003ec22a02ee190d67b42af84411a043f79799c8ca43f7a,qr_codes\qr_388.png
389,Vikas Pandey,Ankit Tiwari,Uttar Pradesh,Kanpur,Bikapur,Lakshmipur,4412,523/4,Residential,3692,2017,26.634617,81.37381,LANDDOC-10389,2026-03-14 11:37:43,e85584d91ee2278e46f18c6f20ac24d5fdbb35db7367742164b92098c45a80d9,qr_codes\qr_389.png
390,Vikas Pandey,Sneha Dubey,Uttar Pradesh,Varanasi,Malihabad,Kalyanpur,9735,895/8,Agricultural,3747,2017,26.18394,80.977983,LANDDOC-10390,2026-03-14 11:37:43,456d6e764361d25d41b5a961f075517bfa67ed05c1b5fb1b8c35939d910422d0,qr_codes\qr_390.png
391,Rohit Mishra,Neha Gupta,Uttar Pradesh,Varanasi,Malihabad,Rampur,2050,241/9,Commercial,1947,2019,25.703063,81.209947,LANDDOC-10391,2026-03-14 11:37:43,e030862bedc0a9f035e86a0be239c5356110f1f4f51372180e93d08404e0ed79,qr_codes\qr_391.png
392,Deepak Yadav,Neha Gupta,Uttar Pradesh,Kanpur,Meja,Rampur,5891,905/6,Residential,305,2017,27.208649,79.839689,LANDDOC-10392,2026-03-14 11:37:43,63085c0e1f0ab98d4b19d5ce55d6c5ef9688677dcf9764c828a442d45e190207,qr_codes\qr_392.png
393,Anjali Srivastava,Rahul Verma,Uttar Pradesh,Sitapur,Sadar,Lakshmipur,5534,449/3,Commercial,4912,2023,26.619528,79.848161,LANDDOC-10393,2026-03-14 11:37:43,c3da95cae4abdc9a087805cfc31e24eb9bffd0bdd34847bd15c7a71cb560f738,qr_codes\qr_393.png
394,Rohit Mishra,Arjun Singh,Uttar Pradesh,Gorakhpur,Sadar,Rampur,8714,601/9,Agricultural,614,2015,25.506053,82.192393,LANDDOC-10394,2026-03-14 11:37:43,bc2245e3d074834a2ed22040ec08511430c2a8bd8f8b0e24fda99ba6bbda2406,qr_codes\qr_394.png
395,Deepak Yadav,Rahul Verma,Uttar Pradesh,Varanasi,Phulpur,Lakshmipur,3805,372/5,Agricultural,4573,2016,25.68892,81.131653,LANDDOC-10395,2026-03-14 11:37:43,57b038ec693e78effe2ef272bc618288e3215192ca33745094ca3b7b691525a8,qr_codes\qr_395.png
396,Rahul Verma,Ankit Tiwari,Uttar Pradesh,Varanasi,Malihabad,Rampur,9346,854/9,Commercial,4798,2020,27.135818,81.734332,LANDDOC-10396,2026-03-14 11:37:43,10ad375c3f83d7123df7fb5dd9efb09469535244483016211033d046a66ae0d5,qr_codes\qr_396.png
397,Sneha Dubey,Rahul Verma,Uttar Pradesh,Barabanki,Meja,Rampur,2830,814/2,Residential,2302,2023,26.577117,80.938811,LANDDOC-10397,2026-03-14 11:37:43,1b0ac1171ec5351fcc8909b6746c95c2a13136e4b6cad005f272bc29ce743e90,qr_codes\qr_397.png
398,Rahul Verma,Deepak Yadav,Uttar Pradesh,Sitapur,Malihabad,Shivpur,2345,801/4,Agricultural,2566,2023,25.659227,81.770566,LANDDOC-10398,2026-03-14 11:37:43,016eb8ed7d69ad0f36917f27abf9edaabace9ce9870747a8ee66af4b4076ba40,qr_codes\qr_398.png
399,Pooja Yadav,Pooja Yadav,Uttar Pradesh,Sitapur,Phulpur,Basantpur,6653,400/4,Agricultural,1790,2016,26.917729,81.991073,LANDDOC-10399,2026-03-14 11:37:43,258fd8047df44f0045a457052d45863a04d88186201179712c39332ddd796306,qr_codes\qr_399.png
400,Sneha Dubey,Neha Gupta,Uttar Pradesh,Lucknow,Phulpur,Shivpur,3184,545/5,Agricultural,1233,2020,27.108619,81.491049,LANDDOC-10400,2026-03-14 11:37:43,762b289ca708ed6c40492ec7fc13bdd72a8924833c95435e203fcdfb07ed092c,qr_codes\qr_400.png
401,Anjali Srivastava,Anjali Srivastava,Uttar Pradesh,Barabanki,Sadar,Kalyanpur,7373,558/5,Commercial,3646,2021,26.43309,82.186881,LANDDOC-10401,2026-03-14 11:37:43,1cbaf26713eded649ff19e8184f12e619937ad186f5983bb023befa0cc2f1cda,qr_codes\qr_401.png
402,Neha Gupta,Rohit Mishra,Uttar Pradesh,Lucknow,Malihabad,Lakshmipur,5651,313/6,Residential,3018,2018,26.22806,80.200947,LANDDOC-10402,2026-03-14 11:37:43,af102d9b50c8c8b193cd74de8a908dd7d63da011611ffc2fd6a2d279fc9a2256,qr_codes\qr_402.png
403,Ravi Shukla,Pooja Yadav,Uttar Pradesh,Prayagraj,Malihabad,Rampur,3479,389/6,Commercial,3783,2024,26.821024,79.800095,LANDDOC-10403,2026-03-14 11:37:43,4f4887479e9b4359ba2be88b0b4aa2525f4664a19c00f233a9ff276350e5d375,qr_codes\qr_403.png
404,Saurabh Jain,Arjun Singh,Uttar Pradesh,Varanasi,Malihabad,Lakshmipur,8072,902/5,Agricultural,2020,2018,27.291568,80.244376,LANDDOC-10404,2026-03-14 11:37:43,15ee9dd1bbdb8247193831de504477bb31cecc9f15508acdaf44bbec714bb081,qr_codes\qr_404.png
405,Pooja Yadav,Arjun Singh,Uttar Pradesh,Kanpur,Bikapur,Rampur,3688,646/1,Residential,4533,2018,26.863226,81.376949,LANDDOC-10405,2026-03-14 11:37:43,8870c10e0225cc0f12d8be5784cb98f4b9c77b2e3052683adb05f51eb8067a80,qr_codes\qr_405.png
406,Priya Singh,Ravi Shukla,Uttar Pradesh,Gorakhpur,Bikapur,Lakshmipur,1765,781/7,Agricultural,3317,2017,27.246978,80.191948,LANDDOC-10406,2026-03-14 11:37:43,a286523cdcfb11ff68dbbacccc761d0bf9fcb70dde4755180fcb139d262a58f7,qr_codes\qr_406.png
407,Neha Gupta,Deepak Yadav,Uttar Pradesh,Lucknow,Bikapur,Basantpur,2444,875/1,Residential,4075,2015,27.16801,80.909926,LANDDOC-10407,2026-03-14 11:37:43,82e02572e4d7ee180ec2725688a65039652aa06a0099a11a2230a93df2183d32,qr_codes\qr_407.png
408,Sneha Dubey,Anjali Srivastava,Uttar Pradesh,Prayagraj,Meja,Rampur,9474,142/4,Agricultural,1255,2019,26.880761,81.714329,LANDDOC-10408,2026-03-14 11:37:43,ba3a0310a1d50d8df69e4b35183160fc833eda607e4585af5b036a14d78c6cf7,qr_codes\qr_408.png
409,Amit Sharma,Rohit Mishra,Uttar Pradesh,Lucknow,Malihabad,Rampur,6948,405/6,Residential,1609,2015,26.472862,80.046989,LANDDOC-10409,2026-03-14 11:37:43,98d83157eb9a3336b90bbe8f212f70a444069a9e45637dd42ad404c43ca140c4,qr_codes\qr_409.png
410,Ankit Tiwari,Arjun Singh,Uttar Pradesh,Lucknow,Malihabad,Basantpur,7106,710/4,Residential,3177,2020,26.616332,80.130723,LANDDOC-10410,2026-03-14 11:37:43,2614aa1406d900fd14c3279066bda0ab1233da54b7e68709505d1a2d3a6586fb,qr_codes\qr_410.png
411,Rohit Mishra,Rohit Mishra,Uttar Pradesh,Gorakhpur,Phulpur,Kalyanpur,8520,669/9,Commercial,4973,2015,25.935348,81.777155,LANDDOC-10411,2026-03-14 11:37:43,1c6cfeec387d991785e9d8a7ba62e62ca1a5aebe3cf8507cbc8e46aa43e84574,qr_codes\qr_411.png
412,Nidhi Saxena,Ankit Tiwari,Uttar Pradesh,Kanpur,Bikapur,Lakshmipur,4470,251/2,Residential,832,2018,26.441221,80.78127,LANDDOC-10412,2026-03-14 11:37:43,2b70774c65f00bcee18b64fadb7c3132135e01bf70ffc04279ccb52c3bc3cc87,qr_codes\qr_412.png
413,Deepak Yadav,Nidhi Saxena,Uttar Pradesh,Lucknow,Malihabad,Madhopur,8710,439/5,Agricultural,3413,2015,25.891491,81.063887,LANDDOC-10413,2026-03-14 11:37:43,348c95ad5d836c54a72323aa2bf9679f8c3c3cfa052958afb9aa955a69101d11,qr_codes\qr_413.png
414,Nidhi Saxena,Sneha Dubey,Uttar Pradesh,Gorakhpur,Phulpur,Lakshmipur,5140,415/9,Agricultural,990,2018,26.149136,80.220913,LANDDOC-10414,2026-03-14 11:37:43,179c0f5a98bc27ac2a322e4d0bfe9e14851124b2dbbe67bb5775ab433db8a3bb,qr_codes\qr_414.png
415,Amit Sharma,Ravi Shukla,Uttar Pradesh,Prayagraj,Phulpur,Basantpur,7328,287/3,Agricultural,4122,2017,27.214348,82.052732,LANDDOC-10415,2026-03-14 11:37:43,0b2addd621e23493f2ef2a2883a31c4706da8540c9c7d46f692e6198686979d6,qr_codes\qr_415.png
416,Pooja Yadav,Ankit Tiwari,Uttar Pradesh,Varanasi,Malihabad,Lakshmipur,4888,543/1,Agricultural,2581,2020,25.751313,81.582572,LANDDOC-10416,2026-03-14 11:37:43,0c6ae05108d9f594f1ebd4fdd3068675f795085439084d7fa2cd824387c5b478,qr_codes\qr_416.png
417,Ravi Shukla,Anjali Srivastava,Uttar Pradesh,Varanasi,Bikapur,Madhopur,3116,842/2,Agricultural,1452,2021,27.434083,79.748661,LANDDOC-10417,2026-03-14 11:37:43,0a69822f67960b522a09b166daa4887bfa892309da80ef12135a955b3f9ec9aa,qr_codes\qr_417.png
418,Amit Sharma,Nidhi Saxena,Uttar Pradesh,Prayagraj,Bikapur,Kalyanpur,8910,671/5,Residential,3780,2019,27.081509,79.710993,LANDDOC-10418,2026-03-14 11:37:43,4d680745080bde69601130d107d5130f8259432f4f384cf6e2ffffc4febae420,qr_codes\qr_418.png
419,Rohit Mishra,Amit Sharma,Uttar Pradesh,Gorakhpur,Phulpur,Madhopur,4805,674/8,Residential,260,2018,25.561022,81.205971,LANDDOC-10419,2026-03-14 11:37:43,e4398b98e21d264364c2b042fc3ed2594d24efd9a9128e95f9faa4951614d359,qr_codes\qr_419.png
420,Ankit Tiwari,Sneha Dubey,Uttar Pradesh,Barabanki,Meja,Basantpur,1262,619/3,Agricultural,4495,2015,27.278672,81.438415,LANDDOC-10420,2026-03-14 11:37:43,28f36213f30d8c125ac6ded5cf15ac574ff196fb52c26ee6133988502c2f536a,qr_codes\qr_420.png
421,Rahul Verma,Pooja Yadav,Uttar Pradesh,Lucknow,Bikapur,Basantpur,3939,747/5,Commercial,1999,2020,26.398348,80.450132,LANDDOC-10421,2026-03-14 11:37:43,407a1870171bbea4bfd0f8466461770fd765014270f1306666b4d570a6e2dc1b,qr_codes\qr_421.png
422,Saurabh Jain,Vikas Pandey,Uttar Pradesh,Barabanki,Meja,Basantpur,1854,516/9,Commercial,806,2019,27.444738,81.327058,LANDDOC-10422,2026-03-14 11:37:43,fd04783dbdd7637ea5f304f5e32e60a1eb438b97a8a99202f30224cb02f0c5fa,qr_codes\qr_422.png
423,Arjun Singh,Arjun Singh,Uttar Pradesh,Lucknow,Meja,Shivpur,7193,655/7,Commercial,2512,2017,26.425537,80.334475,LANDDOC-10423,2026-03-14 11:37:43,ba28e1900507c0d61a0bc4ee4a4fea4158a7b8c83bce16555b56737f3cf413a2,qr_codes\qr_423.png
424,Deepak Yadav,Rohit Mishra,Uttar Pradesh,Varanasi,Meja,Basantpur,1313,995/8,Commercial,1901,2015,27.437765,81.275291,LANDDOC-10424,2026-03-14 11:37:43,c14a93a2067a7220991f79676b050004bf887099e5c53fa0bc92c62bf89bd9fb,qr_codes\qr_424.png
425,Priya Singh,Priya Singh,Uttar Pradesh,Prayagraj,Sadar,Shivpur,7373,290/9,Agricultural,349,2017,26.090609,80.045266,LANDDOC-10425,2026-03-14 11:37:43,0bb7f9650c6e4d0c352ee6c86d5c2a1abc49b0ea0ece6c6e8d6fd08642b06fb1,qr_codes\qr_425.png
426,Ankit Tiwari,Pooja Yadav,Uttar Pradesh,Lucknow,Meja,Lakshmipur,3464,702/3,Residential,2503,2016,25.949319,79.756937,LANDDOC-10426,2026-03-14 11:37:43,9775c59b361ee09634874f443f4b193c8067d8ab8ded1fa15d3e8c881e501284,qr_codes\qr_426.png
